HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:15434	OR5BJ1P	olfactory receptor family 5 subfamily BJ member 1 pseudogene		Approved	81047				ENSG00000257792
HGNC:14817	OR5BK1P	olfactory receptor family 5 subfamily BK member 1 pseudogene		Approved	401718				ENSG00000257763
HGNC:15275	OR5BL1P	olfactory receptor family 5 subfamily BL member 1 pseudogene		Approved	81205				ENSG00000272569
HGNC:14835	OR5BM1P	olfactory receptor family 5 subfamily BM member 1 pseudogene		Approved	79491				ENSG00000250750
HGNC:15276	OR5BN1P	olfactory receptor family 5 subfamily BN member 1 pseudogene		Approved	81204				ENSG00000254848
HGNC:29194	OR5BN2P	olfactory receptor family 5 subfamily BN member 2 pseudogene		Approved	504181				ENSG00000255140
HGNC:15277	OR5BP1P	olfactory receptor family 5 subfamily BP member 1 pseudogene		Approved	81203				ENSG00000273255
HGNC:15278	OR5BQ1P	olfactory receptor family 5 subfamily BQ member 1 pseudogene	OR5BQ2P	Approved	81202				ENSG00000273228
HGNC:19615	OR5BQ2P	symbol withdrawn, see [HGNC:15278](/data/gene-symbol-report/#!/hgnc_id/HGNC:15278)		Symbol Withdrawn					
HGNC:15279	OR5BR1P	olfactory receptor family 5 subfamily BR member 1 pseudogene		Approved	81201				ENSG00000255386
HGNC:19627	OR5BS1P	olfactory receptor family 5 subfamily BS member 1 pseudogene	OR5BS1	Approved	390313				ENSG00000198678
HGNC:19629	OR5BT1P	olfactory receptor family 5 subfamily BT member 1 pseudogene		Approved	282790				ENSG00000258024
HGNC:8331	OR5C1	olfactory receptor family 5 subfamily C member 1	OR5C2P	Approved	392391	Q8NGR4	MGI:3030202	RGD:1333139	ENSG00000148215
HGNC:15116	OR5C2P	symbol withdrawn, see [HGNC:8331](/data/gene-symbol-report/#!/hgnc_id/HGNC:8331)		Symbol Withdrawn					
HGNC:8334	OR5D1P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)		Symbol Withdrawn					
HGNC:8335	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene	OR5D6P, OR5D10P, OR5D1P, OR5D5P, OR5D12P, OR5D8P, OR5D7P, OR5D9P, OR5D12, OR5D11P, OR5D11	Approved	8595				ENSG00000254457
HGNC:14590	OR5D3	symbol withdrawn, see [HGNC:8336](/data/gene-symbol-report/#!/hgnc_id/HGNC:8336)		Symbol Withdrawn					
HGNC:8336	OR5D3P	olfactory receptor family 5 subfamily D member 3 pseudogene	OR5D3, OR5D4	Approved	8594		MGI:3031008, MGI:3031009, MGI:3031011	RGD:1586409	ENSG00000186886
HGNC:8337	OR5D4	symbol withdrawn, see [HGNC:8336](/data/gene-symbol-report/#!/hgnc_id/HGNC:8336)		Symbol Withdrawn					
HGNC:8338	OR5D5P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	OR5D8P	Symbol Withdrawn					
HGNC:8339	OR5D6P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)		Symbol Withdrawn					
HGNC:8340	OR5D7P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)		Symbol Withdrawn					
HGNC:8341	OR5D8P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)		Symbol Withdrawn					
HGNC:15435	OR5D10P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)		Symbol Withdrawn					
HGNC:8332	OR5D11P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	OR5D11, OR5D1P, OR5D11P	Symbol Withdrawn					
HGNC:8333	OR5D12P	symbol withdrawn, see [HGNC:8335](/data/gene-symbol-report/#!/hgnc_id/HGNC:8335)	OR5D7P, OR5D9P, OR5D12	Symbol Withdrawn					
HGNC:15280	OR5D13	olfactory receptor family 5 subfamily D member 13		Approved	390142	Q8NGL4		RGD:1334192	ENSG00000279761
HGNC:15281	OR5D14	olfactory receptor family 5 subfamily D member 14		Approved	219436	Q8NGL3	MGI:3030996, MGI:3030997	RGD:1332951	ENSG00000186113
HGNC:15282	OR5D15P	olfactory receptor family 5 subfamily D member 15 pseudogene		Approved	81198				ENSG00000255019
HGNC:15283	OR5D16	olfactory receptor family 5 subfamily D member 16		Approved	390144	Q8NGK9	MGI:2151908, MGI:3030989	RGD:1333473	ENSG00000205029
HGNC:15284	OR5D17P	olfactory receptor family 5 subfamily D member 17 pseudogene		Approved	81196				ENSG00000181837
HGNC:15285	OR5D18	olfactory receptor family 5 subfamily D member 18		Approved	219438	Q8NGL1	MGI:2151908, MGI:2151909, MGI:3030989, MGI:3030995	RGD:1594965	ENSG00000186119
HGNC:8342	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	OR5E1	Approved	26343			RGD:1588967	ENSG00000170688
HGNC:8343	OR5F1	olfactory receptor family 5 subfamily F member 1		Approved	338674	O95221			ENSG00000149133
HGNC:15286	OR5F2P	olfactory receptor family 5 subfamily F member 2 pseudogene		Approved	81194				ENSG00000182365
HGNC:8344	OR5G1P	olfactory receptor family 5 subfamily G member 1 pseudogene	OR5G2P	Approved	8591				ENSG00000181296
HGNC:8345	OR5G2P	symbol withdrawn, see [HGNC:8344](/data/gene-symbol-report/#!/hgnc_id/HGNC:8344)		Symbol Withdrawn					
HGNC:15287	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	OR5G6P, OR5G3P	Approved	81193	P0C626	MGI:3030830, MGI:3030832, MGI:3030834	RGD:1333624	ENSG00000241356
HGNC:15288	OR5G4P	olfactory receptor family 5 subfamily G member 4 pseudogene		Approved	81192				ENSG00000255485
HGNC:15289	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene		Approved	81191				ENSG00000205025
HGNC:19610	OR5G6P	symbol withdrawn, see [HGNC:15287](/data/gene-symbol-report/#!/hgnc_id/HGNC:15287)		Symbol Withdrawn					
HGNC:8346	OR5H1	olfactory receptor family 5 subfamily H member 1		Approved	26341	A6NKK0	MGI:3030020, MGI:3030024, MGI:3030025, MGI:3030027, MGI:3030030		ENSG00000231192
HGNC:14752	OR5H2	olfactory receptor family 5 subfamily H member 2		Approved	79310	Q8NGV7	MGI:3030020, MGI:3030024, MGI:3030025, MGI:3030030	RGD:1333073	ENSG00000197938
HGNC:14753	OR5H3P	olfactory receptor family 5 subfamily H member 3 pseudogene		Approved	79309				ENSG00000249975
HGNC:14763	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene		Approved	79299				ENSG00000248507
HGNC:14765	OR5H5P	olfactory receptor family 5 subfamily H member 5 pseudogene		Approved	79297				ENSG00000249321
HGNC:14767	OR5H6	olfactory receptor family 5 subfamily H member 6		Approved	79295	Q8NGV6	MGI:3030017, MGI:3030020, MGI:3030021, MGI:3030024, MGI:3030025, MGI:3030027, MGI:3030030	RGD:1332847	ENSG00000230301
HGNC:14771	OR5H7P	olfactory receptor family 5 subfamily H member 7 pseudogene		Approved	79291				ENSG00000187900
HGNC:14773	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	OR5H8P	Approved	79289	P0DN80	MGI:3030025, MGI:3030027, MGI:3030030		ENSG00000232535
HGNC:31286	OR5H14	olfactory receptor family 5 subfamily H member 14		Approved	403273	A6NHG9	MGI:3030020, MGI:3030024, MGI:3030025, MGI:3030027	RGD:1333633	ENSG00000236032
HGNC:31287	OR5H15	olfactory receptor family 5 subfamily H member 15		Approved	403274	A6NDH6	MGI:3030017, MGI:3030020, MGI:3030024, MGI:3030025, MGI:3030027, MGI:3030030		ENSG00000233412
HGNC:8347	OR5I1	olfactory receptor family 5 subfamily I member 1		Approved	10798	Q13606	MGI:1313139	RGD:1333671	ENSG00000167825
HGNC:8348	OR5J1P	olfactory receptor family 5 subfamily J member 1 pseudogene	OR5J1	Approved	401687				ENSG00000181780
HGNC:19612	OR5J2	olfactory receptor family 5 subfamily J member 2		Approved	282775	Q8NH18	MGI:3030886	RGD:1333285	ENSG00000174957
HGNC:31289	OR5J7P	olfactory receptor family 5 subfamily J member 7 pseudogene		Approved	403276				ENSG00000255217
HGNC:8349	OR5K1	olfactory receptor family 5 subfamily K member 1		Approved	26339	Q8NHB7	MGI:3030006, MGI:3030007		ENSG00000232382
HGNC:14774	OR5K2	olfactory receptor family 5 subfamily K member 2		Approved	402135	Q8NHB8	MGI:3030006, MGI:3030007, MGI:3030011	RGD:1333929	ENSG00000231861
HGNC:31290	OR5K3	olfactory receptor family 5 subfamily K member 3		Approved	403277	A6NET4	MGI:3030009, MGI:3030011, MGI:3030029	RGD:1332965	ENSG00000206536
HGNC:31291	OR5K4	olfactory receptor family 5 subfamily K member 4		Approved	403278	A6NMS3	MGI:3030012, MGI:3030014, MGI:3030015	RGD:1333626	ENSG00000196098
HGNC:8350	OR5L1	olfactory receptor family 5 subfamily L member 1		Approved	219437	Q8NGL2	MGI:3030991		ENSG00000279395
HGNC:8351	OR5L2	olfactory receptor family 5 subfamily L member 2		Approved	26338	Q8NGL0	MGI:3030990, MGI:3030991	RGD:1333645	ENSG00000205030
HGNC:8352	OR5M1	olfactory receptor family 5 subfamily M member 1		Approved	390168	Q8NGP8	MGI:3030857	RGD:1332636	ENSG00000255012
HGNC:14803	OR5M2P	olfactory receptor family 5 subfamily M member 2 pseudogene		Approved	79523				ENSG00000254752
HGNC:14806	OR5M3	olfactory receptor family 5 subfamily M member 3		Approved	219482	Q8NGP4	MGI:3030866, MGI:3030867	RGD:1332991	ENSG00000174937
HGNC:14808	OR5M4P	olfactory receptor family 5 subfamily M member 4 pseudogene		Approved	79518				ENSG00000230416
HGNC:14810	OR5M5P	olfactory receptor family 5 subfamily M member 5 pseudogene		Approved	390166				ENSG00000185701
HGNC:14814	OR5M6P	olfactory receptor family 5 subfamily M member 6 pseudogene		Approved	79512				ENSG00000254603
HGNC:14818	OR5M7P	olfactory receptor family 5 subfamily M member 7 pseudogene		Approved	79508				ENSG00000254490
HGNC:14846	OR5M8	olfactory receptor family 5 subfamily M member 8		Approved	219484	Q8NGP6	MGI:3030865	RGD:1333400	ENSG00000181371
HGNC:15294	OR5M9	olfactory receptor family 5 subfamily M member 9		Approved	390162	Q8NGP3	MGI:3030868, MGI:3030870	RGD:1332647	ENSG00000150269
HGNC:15290	OR5M10	olfactory receptor family 5 subfamily M member 10		Approved	390167	Q6IEU7	MGI:3030856, MGI:3030857	RGD:1333556	ENSG00000254834
HGNC:15291	OR5M11	olfactory receptor family 5 subfamily M member 11		Approved	219487	Q96RB7	MGI:3030863, MGI:3031368	RGD:1332745	ENSG00000255223
HGNC:15292	OR5M12P	olfactory receptor family 5 subfamily M member 12 pseudogene		Approved	81188				ENSG00000197866
HGNC:15293	OR5M13P	olfactory receptor family 5 subfamily M member 13 pseudogene		Approved	81187				ENSG00000166693
HGNC:15057	OR5M14P	olfactory receptor family 5 subfamily M member 14 pseudogene	OR5M15P	Approved	81421				ENSG00000249081
HGNC:19645	OR5M15P	symbol withdrawn, see [HGNC:15057](/data/gene-symbol-report/#!/hgnc_id/HGNC:15057)		Symbol Withdrawn					
HGNC:14779	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene		Approved	79283				ENSG00000166408
HGNC:14783	OR5P2	olfactory receptor family 5 subfamily P member 2		Approved	120065	Q8WZ92	MGI:3030303, MGI:3030304, MGI:3030312, MGI:3030316, MGI:3030317, MGI:3030318, MGI:3030319, MGI:3030321, MGI:3030322, MGI:3030324, MGI:3030326, MGI:3030327, MGI:3030328, MGI:3030329, MGI:3030331, MGI:3030332, MGI:3030336, MGI:3030340, MGI:3030341, MGI:3030344	RGD:1332675	ENSG00000183303
HGNC:14784	OR5P3	olfactory receptor family 5 subfamily P member 3		Approved	120066	Q8WZ94	MGI:3030314, MGI:3030342	RGD:1333958	ENSG00000182334
HGNC:15295	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene		Approved	81185				ENSG00000227892
HGNC:15040	OR5S1P	olfactory receptor family 5 subfamily S member 1 pseudogene		Approved	391496				ENSG00000213048
HGNC:14821	OR5T1	olfactory receptor family 5 subfamily T member 1	OR5T1P	Approved	390155	Q8NG75	MGI:3030928, MGI:3030936	RGD:1333437	ENSG00000181698
HGNC:15296	OR5T2	olfactory receptor family 5 subfamily T member 2		Approved	219464	Q8NGG2	MGI:2177524, MGI:3030920, MGI:3030929, MGI:3030935	RGD:1334282	ENSG00000181718
HGNC:15297	OR5T3	olfactory receptor family 5 subfamily T member 3		Approved	390154	Q8NGG3	MGI:3030927	RGD:1334112	ENSG00000172489
HGNC:13972	OR5V1	olfactory receptor family 5 subfamily V member 1		Approved	81696	Q9UGF6	MGI:2177493, MGI:2177494	RGD:1334062	ENSG00000243729
HGNC:15298	OR5W1P	olfactory receptor family 5 subfamily W member 1 pseudogene		Approved	81182				ENSG00000227806
HGNC:15299	OR5W2	olfactory receptor family 5 subfamily W member 2	OR5W2P, OR5W3P	Approved	390148	Q8NH69	MGI:1313138, MGI:3030965, MGI:3030966, MGI:3030985	RGD:1334372	ENSG00000187612
HGNC:15300	OR5W3P	symbol withdrawn, see [HGNC:15299](/data/gene-symbol-report/#!/hgnc_id/HGNC:15299)		Symbol Withdrawn					
HGNC:8353	OR6A1	symbol withdrawn, see [HGNC:15301](/data/gene-symbol-report/#!/hgnc_id/HGNC:15301)		Symbol Withdrawn					
HGNC:15301	OR6A2	olfactory receptor family 6 subfamily A member 2	OR6A2P, OR6A1	Approved	8590	O95222	MGI:97432	RGD:68340	ENSG00000184933
HGNC:8354	OR6B1	olfactory receptor family 6 subfamily B member 1		Approved	135946	O95007	MGI:3030283	RGD:1333367	ENSG00000221813
HGNC:15041	OR6B2	olfactory receptor family 6 subfamily B member 2	OR6B2P	Approved	389090	Q6IFH4	MGI:3031249, MGI:3031250		ENSG00000182083
HGNC:15042	OR6B3	olfactory receptor family 6 subfamily B member 3	OR6B3P	Approved	150681	Q8NGW1	MGI:3031248	RGD:1332746	ENSG00000178586
HGNC:8355	OR6C1	olfactory receptor family 6 subfamily C member 1		Approved	390321	Q96RD1	MGI:3030620, MGI:3030636	RGD:1334017	ENSG00000205330
HGNC:15436	OR6C2	olfactory receptor family 6 subfamily C member 2		Approved	341416	Q9NZP2	MGI:3030603, MGI:3030625	RGD:1334254	ENSG00000179695
HGNC:15437	OR6C3	olfactory receptor family 6 subfamily C member 3		Approved	254786	Q9NZP0	MGI:3030622, MGI:3030637	RGD:1333196	ENSG00000205329
HGNC:19632	OR6C4	olfactory receptor family 6 subfamily C member 4		Approved	341418	Q8NGE1			ENSG00000179626
HGNC:31292	OR6C5P	olfactory receptor family 6 subfamily C member 5 pseudogene		Approved	390320				ENSG00000230307
HGNC:31293	OR6C6	olfactory receptor family 6 subfamily C member 6		Approved	283365	A6NF89	MGI:3030613, MGI:3030616, MGI:3030638	RGD:1334418	ENSG00000188324
HGNC:31306	OR6C7P	olfactory receptor family 6 subfamily C member 7 pseudogene		Approved	390322				ENSG00000257757
HGNC:31294	OR6C64P	olfactory receptor family 6 subfamily C member 64 pseudogene		Approved	403281				ENSG00000234670
HGNC:31295	OR6C65	olfactory receptor family 6 subfamily C member 65		Approved	403282	A6NJZ3	MGI:3030642, MGI:3030656	RGD:1334110	ENSG00000205328
HGNC:31296	OR6C66P	olfactory receptor family 6 subfamily C member 66 pseudogene		Approved	403283				ENSG00000233606
HGNC:31297	OR6C68	olfactory receptor family 6 subfamily C member 68		Approved	403284	A6NDL8	MGI:3030614, MGI:3030615, MGI:3030633	RGD:1333022	ENSG00000205327
HGNC:31298	OR6C69P	olfactory receptor family 6 subfamily C member 69 pseudogene		Approved	403285				ENSG00000213451
HGNC:31299	OR6C70	olfactory receptor family 6 subfamily C member 70		Approved	390327	A6NIJ9	MGI:3030644, MGI:3030648, MGI:3030649	RGD:1333363	ENSG00000184954
HGNC:31300	OR6C71P	olfactory receptor family 6 subfamily C member 71 pseudogene		Approved	390324				ENSG00000203408
HGNC:31301	OR6C72P	olfactory receptor family 6 subfamily C member 72 pseudogene		Approved	403288				ENSG00000205331
HGNC:31302	OR6C73P	olfactory receptor family 6 subfamily C member 73 pseudogene		Approved	403289				ENSG00000257414
HGNC:31303	OR6C74	olfactory receptor family 6 subfamily C member 74		Approved	254783	A6NCV1	MGI:3030655	RGD:1332775	ENSG00000197706
HGNC:31304	OR6C75	olfactory receptor family 6 subfamily C member 75		Approved	390323	A6NL08	MGI:3030624	RGD:1333361	ENSG00000187857
HGNC:31305	OR6C76	olfactory receptor family 6 subfamily C member 76		Approved	390326	A6NM76	MGI:3030626, MGI:3030632, MGI:3030643, MGI:3030647	RGD:1334198	ENSG00000185821
HGNC:14849	OR6D1P	olfactory receptor family 6 subfamily D member 1 pseudogene		Approved	220974				ENSG00000224402
HGNC:15123	OR6D2P	olfactory receptor, family 6, subfamily D, member 2 pseudogene		Entry Withdrawn					
HGNC:14739	OR6E1P	olfactory receptor family 6 subfamily E member 1 pseudogene		Approved	79323				ENSG00000235213
HGNC:15027	OR6F1	olfactory receptor family 6 subfamily F member 1		Approved	343169	Q8NGZ6	MGI:3030142	RGD:1334399	ENSG00000169214
HGNC:14707	OR6J1	olfactory receptor family 6 subfamily J member 1	OR6J2, OR6J1P	Approved	79549	Q8NGC5		RGD:1333203	ENSG00000255804
HGNC:14734	OR6J2	symbol withdrawn, see [HGNC:14707](/data/gene-symbol-report/#!/hgnc_id/HGNC:14707)		Symbol Withdrawn					
HGNC:15028	OR6K1P	olfactory receptor family 6 subfamily K member 1 pseudogene		Approved	81449				ENSG00000231237
HGNC:15029	OR6K2	olfactory receptor family 6 subfamily K member 2		Approved	81448	Q8NGY2	MGI:3030254	RGD:1333784	ENSG00000196171
HGNC:15030	OR6K3	olfactory receptor family 6 subfamily K member 3		Approved	391114	Q8NGY3	MGI:3030258	RGD:1332672	ENSG00000203757
HGNC:15031	OR6K4P	olfactory receptor family 6 subfamily K member 4 pseudogene		Approved	128370				ENSG00000180437
HGNC:15032	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene		Approved	391115				ENSG00000226949
HGNC:15033	OR6K6	olfactory receptor family 6 subfamily K member 6		Approved	128371	Q8NGW6	MGI:3030065	RGD:1333957	ENSG00000180433
HGNC:15124	OR6L1P	olfactory receptor family 6 subfamily L member 1 pseudogene		Approved	390012				ENSG00000233685
HGNC:15125	OR6L2P	olfactory receptor family 6 subfamily L member 2 pseudogene		Approved	81356				ENSG00000273327
HGNC:14711	OR6M1	olfactory receptor family 6 subfamily M member 1		Approved	390261	Q8NGM8			ENSG00000196099
HGNC:14713	OR6M2P	olfactory receptor family 6 subfamily M member 2 pseudogene		Approved	79546				ENSG00000254613
HGNC:14741	OR6M3P	olfactory receptor family 6 subfamily M member 3 pseudogene		Approved	79321				ENSG00000254430
HGNC:15034	OR6N1	olfactory receptor family 6 subfamily N member 1		Approved	128372	Q8NGY5	MGI:3030263	RGD:1334435	ENSG00000197403
HGNC:15035	OR6N2	olfactory receptor family 6 subfamily N member 2		Approved	81442	Q8NGY6	MGI:3030264	RGD:1333597	ENSG00000188340
HGNC:15036	OR6P1	olfactory receptor family 6 subfamily P member 1		Approved	128366	Q8NGX9	MGI:3030248	RGD:1332986	ENSG00000186440
HGNC:15302	OR6Q1	olfactory receptor family 6 subfamily Q member 1		Approved	219952	Q8NGQ2		RGD:1333221	ENSG00000279051
HGNC:15037	OR6R1P	olfactory receptor family 6 subfamily R member 1 pseudogene		Approved	81440				ENSG00000230576
HGNC:31307	OR6R2P	olfactory receptor family 6 subfamily R member 2 pseudogene		Approved	403294				ENSG00000273484
HGNC:15363	OR6S1	olfactory receptor family 6 subfamily S member 1		Approved	341799	Q8NH40	MGI:3030584	RGD:1333368	ENSG00000181803
HGNC:14848	OR6T1	olfactory receptor family 6 subfamily T member 1		Approved	219874	Q8NGN1		RGD:9074148	ENSG00000181499
HGNC:15336	OR6U1P	symbol withdrawn, see [HGNC:19631](/data/gene-symbol-report/#!/hgnc_id/HGNC:19631)		Symbol Withdrawn					
HGNC:19631	OR6U2P	olfactory receptor family 6 subfamily U member 2 pseudogene	OR6U1P	Approved	390329				ENSG00000272937
HGNC:15090	OR6V1	olfactory receptor family 6 subfamily V member 1		Approved	346517	Q8N148			ENSG00000225781
HGNC:15091	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene	OR6W1	Approved	89883				ENSG00000179420
HGNC:14737	OR6X1	olfactory receptor family 6 subfamily X member 1		Approved	390260	Q8NH79	MGI:3030820	RGD:1334385	ENSG00000221931
HGNC:14823	OR6Y1	olfactory receptor family 6 subfamily Y member 1	OR6Y2	Approved	391112	Q8NGX8	MGI:3030054	RGD:1334224	ENSG00000197532
HGNC:19568	OR6Y2	symbol withdrawn, see [HGNC:14823](/data/gene-symbol-report/#!/hgnc_id/HGNC:14823)		Symbol Withdrawn					
HGNC:8364	OR7A1P	olfactory receptor family 7 subfamily A member 1 pseudogene	OR7A6P	Approved	390895				ENSG00000268834
HGNC:8365	OR7A2	symbol withdrawn, see [HGNC:8370](/data/gene-symbol-report/#!/hgnc_id/HGNC:8370)		Symbol Withdrawn					
HGNC:8370	OR7A2P	olfactory receptor family 7 subfamily A member 2 pseudogene	OR7A7, OR7A2	Approved	390894	Q8NGA2	MGI:109316, MGI:1333808, MGI:3031185		ENSG00000172148
HGNC:8366	OR7A3P	olfactory receptor family 7 subfamily A member 3 pseudogene	OR7A12P, OR7A14P, OR7A14, OR7A13P	Approved	26668				ENSG00000269787
HGNC:8367	OR7A4P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)		Symbol Withdrawn					
HGNC:8368	OR7A5	olfactory receptor family 7 subfamily A member 5		Approved	26659	Q15622	MGI:109316, MGI:1333808, MGI:3031186, MGI:3031187	RGD:1333658	ENSG00000188269
HGNC:8369	OR7A6P	symbol withdrawn, see [HGNC:8364](/data/gene-symbol-report/#!/hgnc_id/HGNC:8364)		Symbol Withdrawn					
HGNC:8371	OR7A8P	olfactory receptor family 7 subfamily A member 8 pseudogene	OR7A9P	Approved	26661				ENSG00000269552
HGNC:8372	OR7A9P	symbol withdrawn, see [HGNC:8371](/data/gene-symbol-report/#!/hgnc_id/HGNC:8371)		Symbol Withdrawn					
HGNC:8356	OR7A10	olfactory receptor family 7 subfamily A member 10		Approved	390892	O76100	MGI:109316, MGI:3031186, MGI:3031187	RGD:1332740	ENSG00000127515
HGNC:8357	OR7A11P	olfactory receptor family 7 subfamily A member 11 pseudogene	OR7A11	Approved	26669				ENSG00000198367
HGNC:8358	OR7A12P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)	OR7A13P	Symbol Withdrawn					
HGNC:8359	OR7A13P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)		Symbol Withdrawn					
HGNC:8360	OR7A14P	symbol withdrawn, see [HGNC:8366](/data/gene-symbol-report/#!/hgnc_id/HGNC:8366)	OR7A14	Symbol Withdrawn					
HGNC:8361	OR7A15P	olfactory receptor family 7 subfamily A member 15 pseudogene	OR7A4P, OR7A16P, OR7A20P	Approved	26335				ENSG00000176923
HGNC:8362	OR7A16P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)		Symbol Withdrawn					
HGNC:8363	OR7A17	olfactory receptor family 7 subfamily A member 17		Approved	26333	O14581	MGI:109316, MGI:1333808, MGI:3031185		ENSG00000185385
HGNC:15399	OR7A18P	olfactory receptor family 7 subfamily A member 18 pseudogene		Approved	81081				ENSG00000269678
HGNC:15337	OR7A19P	olfactory receptor family 7 subfamily A member 19 pseudogene		Approved	387853				ENSG00000272963
HGNC:19591	OR7A20P	symbol withdrawn, see [HGNC:8361](/data/gene-symbol-report/#!/hgnc_id/HGNC:8361)		Symbol Withdrawn					
HGNC:8373	OR7C1	olfactory receptor family 7 subfamily C member 1	OR7C4	Approved	26664	O76099	MGI:3031186, MGI:3031190		ENSG00000127530
HGNC:8374	OR7C2	olfactory receptor family 7 subfamily C member 2	OR7C3	Approved	26658	O60412	MGI:3031190	RGD:1334014	ENSG00000127529
HGNC:8375	OR7C3	symbol withdrawn, see [HGNC:8374](/data/gene-symbol-report/#!/hgnc_id/HGNC:8374)		Symbol Withdrawn					
HGNC:8376	OR7C4	symbol withdrawn, see [HGNC:8373](/data/gene-symbol-report/#!/hgnc_id/HGNC:8373)		Symbol Withdrawn					
HGNC:8377	OR7D1P	olfactory receptor family 7 subfamily D member 1 pseudogene	OR7D3P, OR7D3	Approved	26656				ENSG00000188314
HGNC:8378	OR7D2	olfactory receptor family 7 subfamily D member 2		Approved	162998	Q96RA2		RGD:2320667	ENSG00000188000
HGNC:8379	OR7D3P	symbol withdrawn, see [HGNC:8377](/data/gene-symbol-report/#!/hgnc_id/HGNC:8377)		Symbol Withdrawn					
HGNC:8380	OR7D4	olfactory receptor family 7 subfamily D member 4	OR7D4P	Approved	125958	Q8NG98	MGI:1313142, MGI:2153206, MGI:3030701	RGD:1334297	ENSG00000174667
HGNC:31308	OR7D11P	olfactory receptor family 7 subfamily D member 11 pseudogene		Approved	403295				
HGNC:8391	OR7E1P	olfactory receptor family 7 subfamily E member 1 pseudogene		Approved	341128				ENSG00000255554
HGNC:8402	OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene	OR7F2P, OR7E51P	Approved	8587				ENSG00000255203
HGNC:8413	OR7E3P	symbol withdrawn, see [HGNC:14709](/data/gene-symbol-report/#!/hgnc_id/HGNC:14709)	OR7F3P	Symbol Withdrawn					
HGNC:8424	OR7E4P	olfactory receptor family 7 subfamily E member 4 pseudogene	OR7F4P	Approved	8585				ENSG00000255261
HGNC:8435	OR7E5P	olfactory receptor family 7 subfamily E member 5 pseudogene	OR7F5P	Approved	219445				ENSG00000214880
HGNC:8446	OR7E6P	symbol withdrawn, see [HGNC:8442](/data/gene-symbol-report/#!/hgnc_id/HGNC:8442)		Symbol Withdrawn					
HGNC:8457	OR7E7P	olfactory receptor family 7 subfamily E member 7 pseudogene		Approved	392752				ENSG00000238228
HGNC:8458	OR7E8P	olfactory receptor family 7 subfamily E member 8 pseudogene		Approved	346708				ENSG00000177400
HGNC:8459	OR7E9P	olfactory receptor, family 7, subfamily E, member 9 pseudogene		Entry Withdrawn					
HGNC:8381	OR7E10P	olfactory receptor family 7 subfamily E member 10 pseudogene		Approved	10823				ENSG00000254724
HGNC:8382	OR7E11P	olfactory receptor family 7 subfamily E member 11 pseudogene	OR7E144P	Approved	10822				ENSG00000285537
HGNC:8383	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene	OR7E58P, OR7E79P	Approved	10821				ENSG00000189398
HGNC:8384	OR7E13P	olfactory receptor family 7 subfamily E member 13 pseudogene		Approved	10820				ENSG00000197882
HGNC:8385	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	OR7E151P	Approved	10819				ENSG00000184669
HGNC:8386	OR7E15P	olfactory receptor family 7 subfamily E member 15 pseudogene	OR7E80P, OR7E42P	Approved	8588				ENSG00000254917
HGNC:8387	OR7E16P	olfactory receptor family 7 subfamily E member 16 pseudogene	OR7E60P, OR7E17P	Approved	26473				ENSG00000267775
HGNC:8388	OR7E17P	symbol withdrawn, see [HGNC:8387](/data/gene-symbol-report/#!/hgnc_id/HGNC:8387)		Symbol Withdrawn					
